Opponent hand: 'A', Index: '1', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2229', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2230', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2231', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2232', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2233', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2234', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2235', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2236', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2237', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2238', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2239', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2240', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2241', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2242', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2243', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2244', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2245', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2246', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2247', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2248', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2249', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2250', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2251', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2252', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2253', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2254', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2255', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2256', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2257', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2258', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2259', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2260', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2261', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '2262', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2263', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2264', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2265', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2266', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2267', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2268', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2269', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2270', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2271', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2272', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2273', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2274', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2275', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2276', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2277', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2278', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2279', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2280', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2281', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2282', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2283', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2284', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2285', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2286', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2287', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2288', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2289', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2290', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2291', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2292', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2293', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2294', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2295', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2296', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2297', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2298', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2299', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2300', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2301', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2302', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2303', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2304', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2305', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2306', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2307', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2308', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2309', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2310', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2311', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2312', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2313', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2314', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2315', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2316', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2317', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2318', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2319', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2320', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2321', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2322', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2323', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2324', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2325', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2326', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2327', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2328', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2329', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2330', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2331', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2332', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2333', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2334', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2335', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2336', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2337', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2338', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2339', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2340', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2341', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'B', Index: '2342', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '2343', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '2344', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2345', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2346', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2347', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2348', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2349', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2350', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2351', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2352', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2353', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2354', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2355', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2356', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2357', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2358', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2359', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2360', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2361', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2362', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2363', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2364', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2365', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2366', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2367', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2368', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2369', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2370', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2371', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2372', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2373', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2374', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2375', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2376', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2377', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'B', Index: '2378', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2379', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2380', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2381', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2382', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2383', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2384', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2385', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2386', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2387', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2388', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2389', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2390', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2391', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2392', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2393', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2394', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2395', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2396', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2397', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2398', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2399', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2400', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2401', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2402', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2403', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2404', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2405', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2406', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2407', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2408', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2409', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2410', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2411', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2412', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2413', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2414', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2415', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2416', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2417', Outcome: 'loss', My hand score: '3', Total score: '3'
